local_datetime,canopy_cover,species,site,method
,91.3,Unknown,334_34,Green Canopy Cover Estimation from Field Scanner RGB images
,94.4,Unknown,242_63,Green Canopy Cover Estimation from Field Scanner RGB images
,95.8,Unknown,132_18,Green Canopy Cover Estimation from Field Scanner RGB images
,78.1,Unknown,348_5,Green Canopy Cover Estimation from Field Scanner RGB images
,88.2,Unknown,262_38,Green Canopy Cover Estimation from Field Scanner RGB images
,87,Unknown,189_43,Green Canopy Cover Estimation from Field Scanner RGB images
,92.6,Unknown,13_26,Green Canopy Cover Estimation from Field Scanner RGB images
,81.7,Unknown,173_66,Green Canopy Cover Estimation from Field Scanner RGB images
,83.5,Unknown,310_59,Green Canopy Cover Estimation from Field Scanner RGB images
,94.8,Unknown,301_42,Green Canopy Cover Estimation from Field Scanner RGB images
,90.9,Unknown,343_16,Green Canopy Cover Estimation from Field Scanner RGB images
,90.4,Unknown,319_64,Green Canopy Cover Estimation from Field Scanner RGB images
,93.6,Unknown,421_1,Green Canopy Cover Estimation from Field Scanner RGB images
,82,Unknown,332_38,Green Canopy Cover Estimation from Field Scanner RGB images
,96.3,Unknown,51_40,Green Canopy Cover Estimation from Field Scanner RGB images
,96.7,Unknown,154_27,Green Canopy Cover Estimation from Field Scanner RGB images
,99.4,Unknown,70_2,Green Canopy Cover Estimation from Field Scanner RGB images
,84.9,Unknown,171_61,Green Canopy Cover Estimation from Field Scanner RGB images
,85.4,Unknown,67_8,Green Canopy Cover Estimation from Field Scanner RGB images
,96.9,Unknown,287_14,Green Canopy Cover Estimation from Field Scanner RGB images
,92.8,Unknown,445_49,Green Canopy Cover Estimation from Field Scanner RGB images
,91.6,Unknown,337_27,Green Canopy Cover Estimation from Field Scanner RGB images
,97.5,Unknown,238_56,Green Canopy Cover Estimation from Field Scanner RGB images
,88.2,Unknown,114_54,Green Canopy Cover Estimation from Field Scanner RGB images
,95.2,Unknown,382_63,Green Canopy Cover Estimation from Field Scanner RGB images
,75.7,Unknown,212_4,Green Canopy Cover Estimation from Field Scanner RGB images
,90.8,Unknown,406_29,Green Canopy Cover Estimation from Field Scanner RGB images
,98.5,Unknown,160_39,Green Canopy Cover Estimation from Field Scanner RGB images
,82.1,Unknown,384_67,Green Canopy Cover Estimation from Field Scanner RGB images
,87.1,Unknown,384_68,Green Canopy Cover Estimation from Field Scanner RGB images
,76.3,Unknown,407_27,Green Canopy Cover Estimation from Field Scanner RGB images
,99.6,Unknown,436_32,Green Canopy Cover Estimation from Field Scanner RGB images
,88.9,Unknown,245_69,Green Canopy Cover Estimation from Field Scanner RGB images
,94.8,Unknown,329_44,Green Canopy Cover Estimation from Field Scanner RGB images
,74.6,Unknown,222_24,Green Canopy Cover Estimation from Field Scanner RGB images
,85.2,Unknown,66_10,Green Canopy Cover Estimation from Field Scanner RGB images
,86,Unknown,314_68,Green Canopy Cover Estimation from Field Scanner RGB images
,96.8,Unknown,142_3,Green Canopy Cover Estimation from Field Scanner RGB images
,85.2,Unknown,168_55,Green Canopy Cover Estimation from Field Scanner RGB images
,94,Unknown,449_58,Green Canopy Cover Estimation from Field Scanner RGB images
,99.7,Unknown,370_40,Green Canopy Cover Estimation from Field Scanner RGB images
,99.2,Unknown,261_39,Green Canopy Cover Estimation from Field Scanner RGB images
,82.4,Unknown,5_10,Green Canopy Cover Estimation from Field Scanner RGB images
,94.4,Unknown,254_54,Green Canopy Cover Estimation from Field Scanner RGB images
,91.3,Unknown,39_63,Green Canopy Cover Estimation from Field Scanner RGB images
,95.6,Unknown,18_36,Green Canopy Cover Estimation from Field Scanner RGB images
,72.8,Unknown,256_49,Green Canopy Cover Estimation from Field Scanner RGB images
,90,Unknown,373_45,Green Canopy Cover Estimation from Field Scanner RGB images
,98.5,Unknown,425_10,Green Canopy Cover Estimation from Field Scanner RGB images
,97.4,Unknown,91_42,Green Canopy Cover Estimation from Field Scanner RGB images
,93.6,Unknown,227_33,Green Canopy Cover Estimation from Field Scanner RGB images
,78.3,Unknown,325_51,Green Canopy Cover Estimation from Field Scanner RGB images
,83.2,Unknown,202_17,Green Canopy Cover Estimation from Field Scanner RGB images
,96.3,Unknown,368_36,Green Canopy Cover Estimation from Field Scanner RGB images
,90,Unknown,135_12,Green Canopy Cover Estimation from Field Scanner RGB images
,83.7,Unknown,246_69,Green Canopy Cover Estimation from Field Scanner RGB images
,97.6,Unknown,437_34,Green Canopy Cover Estimation from Field Scanner RGB images
,95.6,Unknown,299_38,Green Canopy Cover Estimation from Field Scanner RGB images
,90.1,Unknown,45_52,Green Canopy Cover Estimation from Field Scanner RGB images
,97.7,Unknown,174_68,Green Canopy Cover Estimation from Field Scanner RGB images
,98.6,Unknown,54_33,Green Canopy Cover Estimation from Field Scanner RGB images
,90.3,Unknown,291_22,Green Canopy Cover Estimation from Field Scanner RGB images
,97,Unknown,136_10,Green Canopy Cover Estimation from Field Scanner RGB images
,88.8,Unknown,47_47,Green Canopy Cover Estimation from Field Scanner RGB images
,92.8,Unknown,394_53,Green Canopy Cover Estimation from Field Scanner RGB images
,94.4,Unknown,61_20,Green Canopy Cover Estimation from Field Scanner RGB images
,88.5,Unknown,283_5,Green Canopy Cover Estimation from Field Scanner RGB images
,90.5,Unknown,330_41,Green Canopy Cover Estimation from Field Scanner RGB images
,94.3,Unknown,284_8,Green Canopy Cover Estimation from Field Scanner RGB images
,93.9,Unknown,94_47,Green Canopy Cover Estimation from Field Scanner RGB images
,99,Unknown,103_65,Green Canopy Cover Estimation from Field Scanner RGB images
,69.7,Unknown,184_53,Green Canopy Cover Estimation from Field Scanner RGB images
,83.3,Unknown,341_19,Green Canopy Cover Estimation from Field Scanner RGB images
,96.6,Unknown,137_8,Green Canopy Cover Estimation from Field Scanner RGB images
,96.1,Unknown,375_50,Green Canopy Cover Estimation from Field Scanner RGB images
,98.8,Unknown,397_47,Green Canopy Cover Estimation from Field Scanner RGB images
,99.7,Unknown,90_39,Green Canopy Cover Estimation from Field Scanner RGB images
,96.3,Unknown,21_41,Green Canopy Cover Estimation from Field Scanner RGB images
,94.1,Unknown,237_53,Green Canopy Cover Estimation from Field Scanner RGB images
,89,Unknown,225_30,Green Canopy Cover Estimation from Field Scanner RGB images
,96.3,Unknown,335_32,Green Canopy Cover Estimation from Field Scanner RGB images
,92.7,Unknown,319_63,Green Canopy Cover Estimation from Field Scanner RGB images
,73.6,Unknown,228_35,Green Canopy Cover Estimation from Field Scanner RGB images
,95,Unknown,448_56,Green Canopy Cover Estimation from Field Scanner RGB images
,94.7,Unknown,50_42,Green Canopy Cover Estimation from Field Scanner RGB images
,96.6,Unknown,154_28,Green Canopy Cover Estimation from Field Scanner RGB images
,92.4,Unknown,204_14,Green Canopy Cover Estimation from Field Scanner RGB images
,87.3,Unknown,37_68,Green Canopy Cover Estimation from Field Scanner RGB images
,98.5,Unknown,83_26,Green Canopy Cover Estimation from Field Scanner RGB images
,96.9,Unknown,414_13,Green Canopy Cover Estimation from Field Scanner RGB images
,97.2,Unknown,300_40,Green Canopy Cover Estimation from Field Scanner RGB images
,93.5,Unknown,399_44,Green Canopy Cover Estimation from Field Scanner RGB images
,99.9,Unknown,90_40,Green Canopy Cover Estimation from Field Scanner RGB images
,87.9,Unknown,35_69,Green Canopy Cover Estimation from Field Scanner RGB images
,75.2,Unknown,30_60,Green Canopy Cover Estimation from Field Scanner RGB images
,95.9,Unknown,224_28,Green Canopy Cover Estimation from Field Scanner RGB images
,79.7,Unknown,322_57,Green Canopy Cover Estimation from Field Scanner RGB images
,95.5,Unknown,442_43,Green Canopy Cover Estimation from Field Scanner RGB images
,80.4,Unknown,314_67,Green Canopy Cover Estimation from Field Scanner RGB images
,96.9,Unknown,272_17,Green Canopy Cover Estimation from Field Scanner RGB images
,80.7,Unknown,256_50,Green Canopy Cover Estimation from Field Scanner RGB images
,98.5,Unknown,54_34,Green Canopy Cover Estimation from Field Scanner RGB images
,86.8,Unknown,190_42,Green Canopy Cover Estimation from Field Scanner RGB images
,96.8,Unknown,259_44,Green Canopy Cover Estimation from Field Scanner RGB images
,79.6,Unknown,383_66,Green Canopy Cover Estimation from Field Scanner RGB images
,97.4,Unknown,105_70,Green Canopy Cover Estimation from Field Scanner RGB images
,97.8,Unknown,349_3,Green Canopy Cover Estimation from Field Scanner RGB images
,95.2,Unknown,197_27,Green Canopy Cover Estimation from Field Scanner RGB images
,83.3,Unknown,333_36,Green Canopy Cover Estimation from Field Scanner RGB images
,98.6,Unknown,380_60,Green Canopy Cover Estimation from Field Scanner RGB images
,93.3,Unknown,386_69,Green Canopy Cover Estimation from Field Scanner RGB images
,73.5,Unknown,3_6,Green Canopy Cover Estimation from Field Scanner RGB images
,94.2,Unknown,234_47,Green Canopy Cover Estimation from Field Scanner RGB images
,77.5,Unknown,249_64,Green Canopy Cover Estimation from Field Scanner RGB images
,98.3,Unknown,297_33,Green Canopy Cover Estimation from Field Scanner RGB images
,92,Unknown,146_11,Green Canopy Cover Estimation from Field Scanner RGB images
,92.6,Unknown,396_49,Green Canopy Cover Estimation from Field Scanner RGB images
,99.6,Unknown,121_39,Green Canopy Cover Estimation from Field Scanner RGB images
,54.1,Unknown,393_55,Green Canopy Cover Estimation from Field Scanner RGB images
,51.4,Unknown,269_23,Green Canopy Cover Estimation from Field Scanner RGB images
,15.8,Unknown,369_37,Green Canopy Cover Estimation from Field Scanner RGB images
,89.5,Unknown,79_18,Green Canopy Cover Estimation from Field Scanner RGB images
,4.05,Unknown,207_7,Green Canopy Cover Estimation from Field Scanner RGB images
,52.1,Unknown,55_32,Green Canopy Cover Estimation from Field Scanner RGB images
,13,Unknown,316_69,Green Canopy Cover Estimation from Field Scanner RGB images
,4.12,Unknown,199_23,Green Canopy Cover Estimation from Field Scanner RGB images
,25.3,Unknown,354_7,Green Canopy Cover Estimation from Field Scanner RGB images
,62.9,Unknown,423_5,Green Canopy Cover Estimation from Field Scanner RGB images
,13.9,Unknown,152_23,Green Canopy Cover Estimation from Field Scanner RGB images
,65,Unknown,276_9,Green Canopy Cover Estimation from Field Scanner RGB images
,82.2,Unknown,404_34,Green Canopy Cover Estimation from Field Scanner RGB images
,9.97,Unknown,56_30,Green Canopy Cover Estimation from Field Scanner RGB images
,9.09,Unknown,22_44,Green Canopy Cover Estimation from Field Scanner RGB images
,5.37,Unknown,208_6,Green Canopy Cover Estimation from Field Scanner RGB images
,37.2,Unknown,403_36,Green Canopy Cover Estimation from Field Scanner RGB images
,28.9,Unknown,27_54,Green Canopy Cover Estimation from Field Scanner RGB images
,30.4,Unknown,359_17,Green Canopy Cover Estimation from Field Scanner RGB images
,69.9,Unknown,181_60,Green Canopy Cover Estimation from Field Scanner RGB images
,60.9,Unknown,48_45,Green Canopy Cover Estimation from Field Scanner RGB images
,36.3,Unknown,64_14,Green Canopy Cover Estimation from Field Scanner RGB images
,37.8,Unknown,14_28,Green Canopy Cover Estimation from Field Scanner RGB images
,85.9,Unknown,103_66,Green Canopy Cover Estimation from Field Scanner RGB images
,54.8,Unknown,143_5,Green Canopy Cover Estimation from Field Scanner RGB images
,73.3,Unknown,81_22,Green Canopy Cover Estimation from Field Scanner RGB images
,36.8,Unknown,193_35,Green Canopy Cover Estimation from Field Scanner RGB images
,72.5,Unknown,358_16,Green Canopy Cover Estimation from Field Scanner RGB images
,44.2,Unknown,402_37,Green Canopy Cover Estimation from Field Scanner RGB images
,28.1,Unknown,264_33,Green Canopy Cover Estimation from Field Scanner RGB images
,59.6,Unknown,73_6,Green Canopy Cover Estimation from Field Scanner RGB images
,80.7,Unknown,401_40,Green Canopy Cover Estimation from Field Scanner RGB images
,55.5,Unknown,38_65,Green Canopy Cover Estimation from Field Scanner RGB images
,52.3,Unknown,12_23,Green Canopy Cover Estimation from Field Scanner RGB images
,9.59,Unknown,364_27,Green Canopy Cover Estimation from Field Scanner RGB images
,30.2,Unknown,408_26,Green Canopy Cover Estimation from Field Scanner RGB images
,53.7,Unknown,98_55,Green Canopy Cover Estimation from Field Scanner RGB images
,85.1,Unknown,18_35,Green Canopy Cover Estimation from Field Scanner RGB images
,38.7,Unknown,313_65,Green Canopy Cover Estimation from Field Scanner RGB images
,37.3,Unknown,55_31,Green Canopy Cover Estimation from Field Scanner RGB images
,23.6,Unknown,170_60,Green Canopy Cover Estimation from Field Scanner RGB images
,36.1,Unknown,215_9,Green Canopy Cover Estimation from Field Scanner RGB images
,38.7,Unknown,112_57,Green Canopy Cover Estimation from Field Scanner RGB images
,48.4,Unknown,84_28,Green Canopy Cover Estimation from Field Scanner RGB images
,75.5,Unknown,128_25,Green Canopy Cover Estimation from Field Scanner RGB images
,15.6,Unknown,152_24,Green Canopy Cover Estimation from Field Scanner RGB images
,36,Unknown,131_19,Green Canopy Cover Estimation from Field Scanner RGB images
,56.8,Unknown,65_12,Green Canopy Cover Estimation from Field Scanner RGB images
,8.01,Unknown,24_48,Green Canopy Cover Estimation from Field Scanner RGB images
,43.9,Unknown,165_50,Green Canopy Cover Estimation from Field Scanner RGB images
,36.2,Unknown,2_4,Green Canopy Cover Estimation from Field Scanner RGB images
,64.7,Unknown,433_26,Green Canopy Cover Estimation from Field Scanner RGB images
,11.5,Unknown,108_65,Green Canopy Cover Estimation from Field Scanner RGB images
,90,Unknown,298_35,Green Canopy Cover Estimation from Field Scanner RGB images
,79.7,Unknown,376_51,Green Canopy Cover Estimation from Field Scanner RGB images
,3.42,Unknown,247_68,Green Canopy Cover Estimation from Field Scanner RGB images
,42.5,Unknown,45_51,Green Canopy Cover Estimation from Field Scanner RGB images
,68.1,Unknown,81_21,Green Canopy Cover Estimation from Field Scanner RGB images
,82.7,Unknown,40_61,Green Canopy Cover Estimation from Field Scanner RGB images
,30.9,Unknown,343_15,Green Canopy Cover Estimation from Field Scanner RGB images
,40.1,Unknown,171_62,Green Canopy Cover Estimation from Field Scanner RGB images
,8.5,Unknown,406_30,Green Canopy Cover Estimation from Field Scanner RGB images
,23.5,Unknown,374_48,Green Canopy Cover Estimation from Field Scanner RGB images
,17.6,Unknown,202_18,Green Canopy Cover Estimation from Field Scanner RGB images
,48.6,Unknown,365_29,Green Canopy Cover Estimation from Field Scanner RGB images
,56,Unknown,320_62,Green Canopy Cover Estimation from Field Scanner RGB images
,65.2,Unknown,293_26,Green Canopy Cover Estimation from Field Scanner RGB images
,8.85,Unknown,220_19,Green Canopy Cover Estimation from Field Scanner RGB images
,56.8,Unknown,16_31,Green Canopy Cover Estimation from Field Scanner RGB images
,66.5,Unknown,73_5,Green Canopy Cover Estimation from Field Scanner RGB images
,81.7,Unknown,107_68,Green Canopy Cover Estimation from Field Scanner RGB images
,40.3,Unknown,336_30,Green Canopy Cover Estimation from Field Scanner RGB images
,37.2,Unknown,446_51,Green Canopy Cover Estimation from Field Scanner RGB images
,57.2,Unknown,405_31,Green Canopy Cover Estimation from Field Scanner RGB images
,12.7,Unknown,150_20,Green Canopy Cover Estimation from Field Scanner RGB images
,23.6,Unknown,355_9,Green Canopy Cover Estimation from Field Scanner RGB images
,55.3,Unknown,415_11,Green Canopy Cover Estimation from Field Scanner RGB images
,21.2,Unknown,260_41,Green Canopy Cover Estimation from Field Scanner RGB images
,19.4,Unknown,239_57,Green Canopy Cover Estimation from Field Scanner RGB images
,42.7,Unknown,158_36,Green Canopy Cover Estimation from Field Scanner RGB images
,84.6,Unknown,363_25,Green Canopy Cover Estimation from Field Scanner RGB images
,61.4,Unknown,29_58,Green Canopy Cover Estimation from Field Scanner RGB images
,43,Unknown,438_36,Green Canopy Cover Estimation from Field Scanner RGB images
,26.1,Unknown,69_4,Green Canopy Cover Estimation from Field Scanner RGB images
,9.88,Unknown,109_64,Green Canopy Cover Estimation from Field Scanner RGB images
,45.6,Unknown,221_21,Green Canopy Cover Estimation from Field Scanner RGB images
,65.7,Unknown,282_4,Green Canopy Cover Estimation from Field Scanner RGB images
,51.2,Unknown,101_62,Green Canopy Cover Estimation from Field Scanner RGB images
,13.8,Unknown,218_16,Green Canopy Cover Estimation from Field Scanner RGB images
,0.328,Unknown,115_51,Green Canopy Cover Estimation from Field Scanner RGB images
,7.67,Unknown,183_55,Green Canopy Cover Estimation from Field Scanner RGB images
,64.8,Unknown,210_2,Green Canopy Cover Estimation from Field Scanner RGB images
,5.92,Unknown,304_48,Green Canopy Cover Estimation from Field Scanner RGB images
,39.6,Unknown,215_10,Green Canopy Cover Estimation from Field Scanner RGB images
,79.1,Unknown,442_44,Green Canopy Cover Estimation from Field Scanner RGB images
,40.5,Unknown,360_20,Green Canopy Cover Estimation from Field Scanner RGB images
,26.8,Unknown,424_7,Green Canopy Cover Estimation from Field Scanner RGB images
,64.6,Unknown,431_22,Green Canopy Cover Estimation from Field Scanner RGB images
,17.4,Unknown,218_15,Green Canopy Cover Estimation from Field Scanner RGB images
,19.7,Unknown,241_61,Green Canopy Cover Estimation from Field Scanner RGB images
,8.03,Unknown,22_43,Green Canopy Cover Estimation from Field Scanner RGB images
,65.7,Unknown,276_10,Green Canopy Cover Estimation from Field Scanner RGB images
,49.1,Unknown,176_69,Green Canopy Cover Estimation from Field Scanner RGB images
,39.9,Unknown,443_45,Green Canopy Cover Estimation from Field Scanner RGB images
,26.2,Unknown,266_30,Green Canopy Cover Estimation from Field Scanner RGB images
,8.77,Unknown,389_64,Green Canopy Cover Estimation from Field Scanner RGB images
,33.9,Unknown,229_37,Green Canopy Cover Estimation from Field Scanner RGB images
,51.4,Unknown,185_51,Green Canopy Cover Estimation from Field Scanner RGB images
,63.5,Unknown,368_35,Green Canopy Cover Estimation from Field Scanner RGB images
,11.4,Unknown,220_20,Green Canopy Cover Estimation from Field Scanner RGB images
,40.1,Unknown,200_22,Green Canopy Cover Estimation from Field Scanner RGB images
,38,Unknown,34_67,Green Canopy Cover Estimation from Field Scanner RGB images
,90.9,Unknown,427_14,Green Canopy Cover Estimation from Field Scanner RGB images
,89.2,Unknown,282_3,Green Canopy Cover Estimation from Field Scanner RGB images
,34.3,Unknown,69_3,Green Canopy Cover Estimation from Field Scanner RGB images
,70.3,Unknown,75_9,Green Canopy Cover Estimation from Field Scanner RGB images
,22.2,Unknown,198_26,Green Canopy Cover Estimation from Field Scanner RGB images
,57,Unknown,98_56,Green Canopy Cover Estimation from Field Scanner RGB images
,81.3,Unknown,448_55,Green Canopy Cover Estimation from Field Scanner RGB images
,48.9,Unknown,97_53,Green Canopy Cover Estimation from Field Scanner RGB images
,71,Unknown,122_38,Green Canopy Cover Estimation from Field Scanner RGB images
,18.5,Unknown,26_52,Green Canopy Cover Estimation from Field Scanner RGB images
,3.31,Unknown,325_52,Green Canopy Cover Estimation from Field Scanner RGB images
,24.5,Unknown,205_11,Green Canopy Cover Estimation from Field Scanner RGB images
,26.6,Unknown,124_33,Green Canopy Cover Estimation from Field Scanner RGB images
,57.6,Unknown,263_35,Green Canopy Cover Estimation from Field Scanner RGB images
,63.3,Unknown,432_23,Green Canopy Cover Estimation from Field Scanner RGB images
,25.5,Unknown,235_50,Green Canopy Cover Estimation from Field Scanner RGB images
,16.1,Unknown,1_1,Green Canopy Cover Estimation from Field Scanner RGB images
,52.8,Unknown,157_34,Green Canopy Cover Estimation from Field Scanner RGB images
,60.1,Unknown,328_46,Green Canopy Cover Estimation from Field Scanner RGB images
,12,Unknown,315_70,Green Canopy Cover Estimation from Field Scanner RGB images
,8.06,Unknown,175_70,Green Canopy Cover Estimation from Field Scanner RGB images
,17.1,Unknown,201_20,Green Canopy Cover Estimation from Field Scanner RGB images
,43,Unknown,231_42,Green Canopy Cover Estimation from Field Scanner RGB images
,48.9,Unknown,13_25,Green Canopy Cover Estimation from Field Scanner RGB images
,42,Unknown,74_7,Green Canopy Cover Estimation from Field Scanner RGB images
,56.3,Unknown,93_45,Green Canopy Cover Estimation from Field Scanner RGB images
,44.6,Unknown,101_61,Green Canopy Cover Estimation from Field Scanner RGB images
,5.51,Unknown,243_66,Green Canopy Cover Estimation from Field Scanner RGB images
,47.2,Unknown,231_41,Green Canopy Cover Estimation from Field Scanner RGB images
,36.1,Unknown,3_5,Green Canopy Cover Estimation from Field Scanner RGB images
,72,Unknown,350_2,Green Canopy Cover Estimation from Field Scanner RGB images
,14.9,Unknown,159_38,Green Canopy Cover Estimation from Field Scanner RGB images
,80.5,Unknown,404_33,Green Canopy Cover Estimation from Field Scanner RGB images
,55,Unknown,446_52,Green Canopy Cover Estimation from Field Scanner RGB images
,45.4,Unknown,93_46,Green Canopy Cover Estimation from Field Scanner RGB images
,60.8,Unknown,209_3,Green Canopy Cover Estimation from Field Scanner RGB images
,42.6,Unknown,450_59,Green Canopy Cover Estimation from Field Scanner RGB images
,9.22,Unknown,315_69,Green Canopy Cover Estimation from Field Scanner RGB images
,9.69,Unknown,35_70,Green Canopy Cover Estimation from Field Scanner RGB images
,57.3,Unknown,358_15,Green Canopy Cover Estimation from Field Scanner RGB images
,3.72,Unknown,149_18,Green Canopy Cover Estimation from Field Scanner RGB images
,57.4,Unknown,190_41,Green Canopy Cover Estimation from Field Scanner RGB images
,10.8,Unknown,252_57,Green Canopy Cover Estimation from Field Scanner RGB images
,44,Unknown,379_58,Green Canopy Cover Estimation from Field Scanner RGB images
,91.7,Unknown,435_30,Green Canopy Cover Estimation from Field Scanner RGB images
,51.6,Unknown,398_45,Green Canopy Cover Estimation from Field Scanner RGB images
,57.8,Unknown,88_36,Green Canopy Cover Estimation from Field Scanner RGB images
,64.6,Unknown,345_12,Green Canopy Cover Estimation from Field Scanner RGB images
,69.1,Unknown,139_3,Green Canopy Cover Estimation from Field Scanner RGB images
,60.2,Unknown,85_29,Green Canopy Cover Estimation from Field Scanner RGB images
,73.8,Unknown,62_17,Green Canopy Cover Estimation from Field Scanner RGB images
,42.7,Unknown,285_10,Green Canopy Cover Estimation from Field Scanner RGB images
,61.8,Unknown,394_54,Green Canopy Cover Estimation from Field Scanner RGB images
,46.3,Unknown,290_20,Green Canopy Cover Estimation from Field Scanner RGB images
,70.8,Unknown,380_59,Green Canopy Cover Estimation from Field Scanner RGB images
,25.5,Unknown,64_13,Green Canopy Cover Estimation from Field Scanner RGB images
,74,Unknown,41_59,Green Canopy Cover Estimation from Field Scanner RGB images
,35.5,Unknown,426_11,Green Canopy Cover Estimation from Field Scanner RGB images
,23.9,Unknown,408_25,Green Canopy Cover Estimation from Field Scanner RGB images
,68,Unknown,371_42,Green Canopy Cover Estimation from Field Scanner RGB images
,48.3,Unknown,428_15,Green Canopy Cover Estimation from Field Scanner RGB images
,36.1,Unknown,226_31,Green Canopy Cover Estimation from Field Scanner RGB images
,56.3,Unknown,116_49,Green Canopy Cover Estimation from Field Scanner RGB images
,49,Unknown,242_64,Green Canopy Cover Estimation from Field Scanner RGB images
,72.1,Unknown,421_2,Green Canopy Cover Estimation from Field Scanner RGB images
,94.3,Unknown,79_17,Green Canopy Cover Estimation from Field Scanner RGB images
,31.5,Unknown,434_27,Green Canopy Cover Estimation from Field Scanner RGB images
,26.2,Unknown,227_34,Green Canopy Cover Estimation from Field Scanner RGB images
,69.6,Unknown,409_23,Green Canopy Cover Estimation from Field Scanner RGB images
,55.3,Unknown,397_48,Green Canopy Cover Estimation from Field Scanner RGB images
,65,Unknown,279_4,Green Canopy Cover Estimation from Field Scanner RGB images
,65,Unknown,78_15,Green Canopy Cover Estimation from Field Scanner RGB images
,3.68,Unknown,203_15,Green Canopy Cover Estimation from Field Scanner RGB images
,27,Unknown,205_12,Green Canopy Cover Estimation from Field Scanner RGB images
,43.7,Unknown,60_21,Green Canopy Cover Estimation from Field Scanner RGB images
,48.3,Unknown,253_55,Green Canopy Cover Estimation from Field Scanner RGB images
,18.4,Unknown,182_57,Green Canopy Cover Estimation from Field Scanner RGB images
,3.52,Unknown,167_54,Green Canopy Cover Estimation from Field Scanner RGB images
,57,Unknown,263_36,Green Canopy Cover Estimation from Field Scanner RGB images
,56.6,Unknown,95_50,Green Canopy Cover Estimation from Field Scanner RGB images
,36.3,Unknown,313_66,Green Canopy Cover Estimation from Field Scanner RGB images
,51.9,Unknown,8_16,Green Canopy Cover Estimation from Field Scanner RGB images
,5.61,Unknown,155_30,Green Canopy Cover Estimation from Field Scanner RGB images
,35.6,Unknown,32_64,Green Canopy Cover Estimation from Field Scanner RGB images
,53.3,Unknown,221_22,Green Canopy Cover Estimation from Field Scanner RGB images
,13.6,Unknown,385_70,Green Canopy Cover Estimation from Field Scanner RGB images
,16.6,Unknown,27_53,Green Canopy Cover Estimation from Field Scanner RGB images
,46,Unknown,180_61,Green Canopy Cover Estimation from Field Scanner RGB images
,27.8,Unknown,257_48,Green Canopy Cover Estimation from Field Scanner RGB images
,47.8,Unknown,5_9,Green Canopy Cover Estimation from Field Scanner RGB images
,30.6,Unknown,195_31,Green Canopy Cover Estimation from Field Scanner RGB images
,36.5,Unknown,345_11,Green Canopy Cover Estimation from Field Scanner RGB images
,38.4,Unknown,261_40,Green Canopy Cover Estimation from Field Scanner RGB images
,80.7,Unknown,141_1,Green Canopy Cover Estimation from Field Scanner RGB images
,56.5,Unknown,72_3,Green Canopy Cover Estimation from Field Scanner RGB images
,51.9,Unknown,370_39,Green Canopy Cover Estimation from Field Scanner RGB images
,64.3,Unknown,129_23,Green Canopy Cover Estimation from Field Scanner RGB images
,80.8,Unknown,87_34,Green Canopy Cover Estimation from Field Scanner RGB images
,71.4,Unknown,376_52,Green Canopy Cover Estimation from Field Scanner RGB images
,4.33,Unknown,199_24,Green Canopy Cover Estimation from Field Scanner RGB images
,47.3,Unknown,236_51,Green Canopy Cover Estimation from Field Scanner RGB images
,2.57,Unknown,56_29,Green Canopy Cover Estimation from Field Scanner RGB images
,21.4,Unknown,162_43,Green Canopy Cover Estimation from Field Scanner RGB images
,78.7,Unknown,17_33,Green Canopy Cover Estimation from Field Scanner RGB images
,73.8,Unknown,104_67,Green Canopy Cover Estimation from Field Scanner RGB images
,53.8,Unknown,97_54,Green Canopy Cover Estimation from Field Scanner RGB images
,82.8,Unknown,20_40,Green Canopy Cover Estimation from Field Scanner RGB images
,17.9,Unknown,228_36,Green Canopy Cover Estimation from Field Scanner RGB images
,26.5,Unknown,289_18,Green Canopy Cover Estimation from Field Scanner RGB images
,46.2,Unknown,274_13,Green Canopy Cover Estimation from Field Scanner RGB images
,59.6,Unknown,326_50,Green Canopy Cover Estimation from Field Scanner RGB images
,65.8,Unknown,400_41,Green Canopy Cover Estimation from Field Scanner RGB images
,66.5,Unknown,372_44,Green Canopy Cover Estimation from Field Scanner RGB images
,3.02,Unknown,389_63,Green Canopy Cover Estimation from Field Scanner RGB images
,36.6,Unknown,251_60,Green Canopy Cover Estimation from Field Scanner RGB images
,26.6,Unknown,186_49,Green Canopy Cover Estimation from Field Scanner RGB images
,65.6,Unknown,80_19,Green Canopy Cover Estimation from Field Scanner RGB images
,25.5,Unknown,255_51,Green Canopy Cover Estimation from Field Scanner RGB images
,47.3,Unknown,438_35,Green Canopy Cover Estimation from Field Scanner RGB images
,67.8,Unknown,409_24,Green Canopy Cover Estimation from Field Scanner RGB images
,51,Unknown,245_70,Green Canopy Cover Estimation from Field Scanner RGB images
,7.32,Unknown,156_31,Green Canopy Cover Estimation from Field Scanner RGB images
,60.7,Unknown,59_24,Green Canopy Cover Estimation from Field Scanner RGB images
,88.2,Unknown,427_13,Green Canopy Cover Estimation from Field Scanner RGB images
,41.2,Unknown,158_35,Green Canopy Cover Estimation from Field Scanner RGB images
,75.1,Unknown,86_32,Green Canopy Cover Estimation from Field Scanner RGB images
,60.2,Unknown,191_39,Green Canopy Cover Estimation from Field Scanner RGB images
,37.2,Unknown,187_47,Green Canopy Cover Estimation from Field Scanner RGB images
,15.8,Unknown,150_19,Green Canopy Cover Estimation from Field Scanner RGB images
,16.6,Unknown,235_49,Green Canopy Cover Estimation from Field Scanner RGB images
